id,carat,cut,color,clarity,depth,table,x,y,z,price
173248,0.91,Very Good,D,SI1,62.8,59.0,6.14,6.19,3.87,4361
101885,0.32,Premium,G,VVS1,60.2,58.0,4.44,4.48,2.68,1080
42611,1.2,Premium,J,SI1,61.6,58.0,6.86,6.81,4.22,5090
190860,0.56,Ideal,H,VVS1,61.1,56.0,5.32,5.29,3.25,1998
63092,0.9,Ideal,I,SI2,62.3,56.0,6.15,6.2,3.85,2870
86692,0.3,Premium,D,VS2,60.2,58.0,4.37,4.41,2.64,781
117581,0.32,Very Good,G,VS2,62.4,54.0,4.39,4.42,2.75,586
90901,1.27,Ideal,I,SI1,61.9,55.0,6.93,6.97,4.31,5761
100371,1.01,Good,F,SI1,59.3,61.0,6.41,6.5,3.84,5018
44897,1.01,Premium,H,SI1,62.9,61.0,6.39,6.36,4.01,4705
176838,0.32,Ideal,H,VVS1,61.3,56.0,4.41,4.43,2.71,936
179624,1.02,Very Good,F,SI1,63.0,58.0,6.36,6.4,4.02,5398
176307,1.51,Very Good,F,SI1,62.0,57.0,7.23,7.27,4.49,9548
56486,1.01,Very Good,H,SI1,59.8,57.0,6.49,6.54,3.89,4641
64607,0.28,Ideal,H,VVS1,61.8,55.0,4.18,4.2,2.59,526
46634,1.06,Ideal,H,VS2,61.9,55.0,6.53,6.56,4.05,6194
157227,0.24,Ideal,E,VS2,61.6,56.0,4.02,4.05,2.47,448
137082,0.39,Ideal,E,SI1,61.9,55.0,4.69,4.72,2.91,768
188235,0.32,Premium,H,VVS1,61.6,58.0,4.39,4.44,2.72,730
43269,0.9,Good,I,VS2,63.9,58.0,6.1,6.07,3.9,3127
105083,1.7,Premium,H,SI1,61.9,58.0,7.7,7.64,4.74,11711
180424,1.7,Ideal,I,SI2,62.2,57.0,7.61,7.66,4.74,9587
118648,0.71,Very Good,D,VS1,63.0,59.0,5.64,5.68,3.56,3462
48930,0.5,Ideal,D,SI1,62.4,57.0,5.08,5.09,3.17,1447
123204,0.4,Ideal,E,VS1,61.9,56.0,4.67,4.7,2.9,982
71870,0.59,Ideal,G,SI1,62.9,55.0,5.39,5.33,3.38,1441
159459,0.9,Premium,I,SI2,62.0,60.0,6.15,6.12,3.8,2877
107970,1.28,Ideal,H,SI2,61.0,56.0,7.05,7.02,4.28,5052
164873,1.06,Ideal,E,VS2,61.8,57.0,6.53,6.57,4.05,7163
81680,0.94,Premium,D,SI2,60.9,57.0,6.31,6.28,3.83,3500
58740,0.32,Premium,G,VS2,61.9,59.0,4.37,4.4,2.71,561
111664,0.7,Ideal,G,SI2,61.2,55.0,5.76,5.79,3.53,2167
126282,0.24,Ideal,H,VVS2,61.5,55.0,4.03,4.06,2.48,486
154643,1.0,Good,E,VS1,63.2,61.0,6.28,6.24,3.95,7291
149758,0.9,Very Good,D,SI2,63.4,54.0,6.07,6.09,3.86,3615
94064,0.39,Premium,F,SI2,59.9,59.0,4.77,4.8,2.87,716
71781,1.01,Very Good,D,SI2,62.9,59.0,6.36,6.41,4.01,4580
11583,0.4,Ideal,E,SI1,62.1,57.0,4.77,4.73,2.95,992
145839,1.01,Fair,F,SI2,65.3,57.0,6.34,6.28,4.11,4197
168460,0.48,Very Good,H,VVS1,62.8,57.0,4.99,4.96,3.1,1304
115535,0.41,Ideal,F,VVS2,61.4,56.0,4.78,4.76,2.93,1192
183806,0.5,Ideal,E,VS1,61.6,57.0,5.09,5.13,3.15,2019
191831,1.14,Very Good,H,VS2,62.3,60.0,6.69,6.65,4.15,5426
179497,0.4,Ideal,F,VS1,61.8,57.0,4.72,4.76,2.93,1180
81649,0.43,Ideal,E,VVS2,60.7,57.0,4.84,4.9,2.95,1243
152477,0.31,Ideal,E,VS1,61.2,56.0,4.37,4.39,2.68,677
54989,0.7,Very Good,F,SI1,61.6,56.0,5.7,5.74,3.52,2354
134744,0.33,Premium,F,VS2,60.4,59.0,4.49,4.46,2.7,854
114980,0.4,Very Good,E,VS1,63.2,57.0,4.7,4.67,2.95,1033
70841,0.4,Ideal,D,VS2,62.1,57.0,4.74,4.77,2.95,1040
37223,1.0,Very Good,H,SI1,63.1,57.0,6.35,6.39,4.02,4586
150011,1.07,Ideal,F,SI1,60.7,57.0,6.66,6.63,4.03,5177
83547,2.02,Ideal,H,SI1,60.3,61.0,8.21,8.25,4.95,17141
132687,1.76,Premium,G,VS2,61.9,59.0,7.74,7.64,4.77,17143
51281,1.54,Premium,G,VS2,61.2,59.0,7.44,7.42,4.54,13161
114070,1.24,Premium,I,SI1,61.6,60.0,6.87,6.82,4.22,5287
13073,1.01,Premium,H,SI1,61.4,59.0,6.41,6.45,3.94,4809
188681,1.51,Good,D,SI2,61.2,65.0,7.29,7.25,4.46,9116
9644,0.36,Ideal,G,VS1,61.1,57.0,4.62,4.58,2.81,869
42978,0.51,Ideal,F,VVS1,61.1,55.0,5.17,5.25,3.18,2351
123846,1.01,Premium,E,IF,60.6,58.0,6.54,6.48,3.94,10392
7741,1.0,Good,D,VS2,64.2,57.0,6.25,6.29,4.04,6848
107882,0.32,Ideal,G,VVS1,62.4,54.0,4.4,4.41,2.75,858
66079,0.73,Premium,I,VS2,61.9,58.0,5.79,5.73,3.57,2519
32889,2.03,Very Good,I,SI1,63.3,57.0,8.02,8.08,5.06,17716
178058,1.12,Ideal,H,SI2,62.0,56.0,6.64,6.67,4.14,4836
186518,0.71,Premium,D,SI2,62.7,57.0,5.73,5.65,3.56,2096
133258,0.34,Ideal,D,SI1,61.0,56.0,4.51,4.54,2.77,803
109925,1.0,Good,G,VS2,63.4,59.0,6.34,6.37,4.03,5600
105078,0.72,Ideal,I,VS1,62.3,56.0,5.73,5.76,3.58,2391
140212,1.1,Ideal,I,VVS2,61.3,57.0,6.65,6.69,4.1,5866
94762,0.51,Ideal,E,VS2,59.7,57.0,5.25,5.2,3.11,1781
34837,0.35,Premium,E,VS2,61.7,58.0,4.53,4.55,2.8,1024
177337,1.5,Very Good,G,SI1,62.9,59.0,7.26,7.31,4.58,10619
96976,1.4,Very Good,G,VS1,58.9,60.0,7.36,7.32,4.37,13825
32502,0.23,Very Good,D,VVS2,60.9,59.0,3.98,4.0,2.44,530
107860,0.31,Ideal,F,VVS1,60.7,57.0,4.37,4.4,2.66,894
49403,0.72,Very Good,G,SI1,62.7,56.0,5.66,5.69,3.56,2254
37460,1.51,Ideal,G,VS2,62.8,56.0,7.35,7.31,4.6,11830
102939,0.31,Ideal,G,SI1,61.8,55.0,4.36,4.38,2.7,593
100416,0.43,Ideal,I,VS2,61.6,57.0,4.84,4.88,2.99,769
40660,0.3,Ideal,G,SI1,62.1,56.0,4.29,4.34,2.68,447
141851,0.58,Ideal,G,VVS2,61.1,56.0,5.33,5.38,3.27,2010
14786,1.07,Ideal,H,SI1,61.3,57.0,6.58,6.62,4.05,5555
31678,2.02,Ideal,E,SI2,62.5,55.0,8.13,8.06,5.06,15701
105868,1.7,Premium,I,VS1,62.2,59.0,7.65,7.6,4.75,10180
108313,0.4,Ideal,G,VS2,62.3,55.0,4.72,4.74,2.95,787
113736,0.37,Ideal,F,VS2,60.9,57.0,4.63,4.65,2.83,746
36670,0.51,Ideal,H,SI2,63.0,58.0,5.14,5.12,3.23,1119
8250,0.39,Ideal,G,SI1,61.1,57.0,4.67,4.7,2.86,687
85648,0.52,Ideal,D,VS2,61.9,57.0,5.15,5.18,3.2,1749
85207,0.46,Ideal,E,SI2,61.4,56.0,4.98,5.01,3.06,853
167407,0.33,Ideal,G,IF,62.0,55.0,4.43,4.47,2.76,918
102909,1.0,Premium,D,SI1,62.4,59.0,6.38,6.34,3.96,5262
111207,0.7,Good,G,VS1,61.1,60.0,5.66,5.64,3.46,2714
37933,1.11,Ideal,H,VS1,62.0,56.0,6.68,6.73,4.15,7215
91429,0.41,Very Good,F,VS1,62.9,57.0,4.75,4.72,2.98,1007
67237,1.11,Ideal,I,SI2,60.7,56.0,6.76,6.7,4.08,3936
129610,0.7,Very Good,I,VS1,62.3,61.0,5.64,5.68,3.53,2184
150729,1.01,Premium,E,SI2,62.4,56.0,6.42,6.43,4.01,3704
174817,1.2,Premium,J,SI2,62.8,57.0,6.77,6.74,4.25,4497
31316,1.01,Premium,D,SI1,60.3,60.0,6.55,6.51,3.94,5559
127752,0.43,Ideal,G,IF,61.5,56.0,4.85,4.88,2.99,1333
174232,2.01,Premium,I,SI1,62.3,60.0,8.04,7.96,4.97,13666
129982,1.16,Ideal,D,VS2,61.0,58.0,6.77,6.82,4.13,11167
137089,0.41,Premium,E,VS1,60.2,59.0,4.83,4.8,2.9,921
173098,0.35,Ideal,D,VVS2,62.7,55.0,4.53,4.51,2.83,1039
112900,1.51,Very Good,H,VS1,63.1,59.0,7.3,7.23,4.59,11188
42114,0.72,Premium,E,SI2,59.7,59.0,5.81,5.75,3.46,2333
79323,0.53,Ideal,H,SI1,62.1,56.0,5.2,5.23,3.24,1299
129479,1.3,Premium,E,SI2,61.2,59.0,7.04,6.95,4.28,6381
151529,0.3,Good,G,SI1,64.0,58.0,4.24,4.21,2.71,574
16090,0.58,Good,G,VS2,58.3,61.0,5.51,5.6,3.21,1636
31238,0.91,Premium,D,SI2,62.6,61.0,6.13,6.08,3.81,4322
169328,1.01,Ideal,E,SI2,61.8,56.0,6.44,6.4,3.97,4732
3738,0.32,Good,G,SI1,63.8,58.0,4.35,4.34,2.77,477
71532,1.03,Premium,D,SI2,61.7,60.0,6.43,6.45,3.98,4250
30999,2.02,Premium,H,SI2,62.7,56.0,8.07,8.0,5.03,12937
150601,0.39,Ideal,J,VS2,61.7,54.0,4.68,4.72,2.9,567
85006,1.28,Premium,F,SI1,61.5,58.0,6.99,6.94,4.29,7797
8028,0.27,Very Good,F,VS2,61.8,54.0,4.15,4.18,2.57,583
180153,0.74,Ideal,F,SI2,62.1,54.0,5.8,5.84,3.61,2106
46868,1.28,Ideal,I,SI2,61.2,55.0,6.95,6.99,4.26,5820
61015,1.01,Ideal,E,SI2,61.5,57.0,6.48,6.42,3.97,4196
116399,1.09,Good,E,VS1,60.5,62.0,6.64,6.61,4.01,7550
39290,1.0,Very Good,F,SI2,61.0,56.0,6.39,6.49,3.92,3692
5163,0.47,Very Good,D,SI1,62.7,57.0,4.96,5.02,3.13,1262
155744,2.01,Ideal,I,SI1,60.3,57.0,8.15,8.22,4.92,17231
125922,0.43,Fair,G,SI1,60.8,66.0,4.8,4.76,2.91,923
137754,1.5,Good,H,VS2,64.3,59.0,7.28,7.2,4.62,10033
12298,0.37,Very Good,D,SI1,61.9,63.0,4.59,4.62,2.86,681
132457,0.3,Ideal,I,VS2,62.1,55.0,4.32,4.3,2.68,452
139597,0.57,Premium,F,VS2,61.9,59.0,5.33,5.31,3.3,1629
191138,0.64,Very Good,G,VS1,60.9,58.0,5.61,5.65,3.41,2163
63473,0.32,Ideal,H,VS1,61.8,55.0,4.38,4.41,2.72,524
104517,1.03,Very Good,F,VS2,59.4,60.0,6.57,6.57,3.9,6328
148203,0.7,Ideal,E,SI2,62.2,56.0,5.69,5.72,3.55,2493
182159,0.55,Ideal,H,VS2,61.5,53.0,5.26,5.3,3.25,1314
147565,0.32,Ideal,G,SI1,61.7,57.0,4.4,4.46,2.73,491
117225,0.9,Ideal,F,SI2,61.9,56.0,6.18,6.22,3.83,4463
172406,0.77,Premium,F,SI1,63.0,58.0,5.86,5.82,3.68,2631
43204,0.28,Very Good,F,VS1,60.3,56.0,4.22,4.24,2.55,487
20060,0.41,Good,E,SI1,63.4,56.0,4.68,4.71,2.97,827
116724,0.34,Premium,G,VS1,59.2,59.0,4.56,4.59,2.72,828
74122,1.62,Premium,H,VS2,60.2,57.0,7.63,7.59,4.59,11246
149434,2.03,Ideal,H,SI2,62.1,57.0,8.04,8.07,5.03,17452
83659,0.3,Ideal,D,SI2,61.8,56.0,4.35,4.36,2.69,447
89837,0.71,Very Good,E,SI1,60.3,62.0,5.72,5.75,3.46,2539
168692,0.35,Ideal,E,VS2,61.6,55.0,4.54,4.58,2.81,866
119404,0.31,Ideal,E,VVS1,62.1,56.0,4.33,4.36,2.7,789
11533,0.56,Ideal,E,VS2,62.0,55.0,5.29,5.33,3.29,1824
190611,1.0,Very Good,I,SI1,62.6,61.0,6.39,6.35,3.99,3748
7070,0.54,Ideal,G,SI2,61.4,57.0,5.27,5.25,3.23,1265
39863,0.57,Ideal,E,VS1,60.8,57.0,5.38,5.34,3.26,2243
71006,0.3,Very Good,D,SI1,62.7,58.0,4.27,4.3,2.68,526
119113,0.71,Ideal,E,VS2,61.8,56.0,5.73,5.75,3.55,3193
44359,0.55,Premium,E,VS2,59.2,60.0,5.35,5.29,3.16,1583
98335,0.54,Ideal,I,VS1,62.0,56.0,5.29,5.24,3.26,1767
31209,1.06,Ideal,G,VS1,62.4,55.0,6.52,6.49,4.06,7664
125757,2.11,Ideal,I,VS2,61.9,55.0,8.22,8.26,5.11,18152
132226,0.52,Ideal,G,VS2,61.7,57.0,5.16,5.19,3.19,1446
193535,0.6,Ideal,F,SI1,60.7,56.0,5.48,5.55,3.34,2213
80710,1.05,Very Good,F,VS1,63.1,56.0,6.45,6.51,4.09,8085
108057,0.7,Ideal,J,SI1,61.3,56.0,5.71,5.77,3.52,2012
74048,1.02,Ideal,D,SI2,60.5,56.0,6.55,6.52,3.95,4718
179802,0.32,Premium,D,SI1,60.4,58.0,4.47,4.4,2.68,756
129879,1.36,Premium,I,SI2,62.2,59.0,7.08,7.01,4.38,5257
79470,1.72,Very Good,G,VS2,62.8,56.0,7.66,7.72,4.79,14242
111509,1.01,Good,D,SI2,63.1,57.0,6.34,6.29,3.98,4074
40152,0.52,Premium,G,VS2,62.7,57.0,5.16,5.12,3.23,1577
76007,2.02,Very Good,G,SI1,60.4,60.0,8.16,8.21,4.94,17685
75062,0.4,Ideal,G,VS2,62.6,57.0,4.65,4.7,2.93,984
165705,0.52,Ideal,I,VS2,62.5,56.0,5.19,5.16,3.23,1170
24403,1.02,Ideal,D,SI2,61.9,55.0,6.47,6.43,3.99,5648
11252,0.48,Ideal,H,SI1,61.0,56.0,5.02,5.04,3.06,1031
102430,0.4,Ideal,G,VVS2,62.2,56.0,4.75,4.72,2.95,1238
75521,0.31,Ideal,G,VVS2,62.5,54.0,4.43,4.38,2.76,907
66329,1.04,Premium,F,SI2,61.4,58.0,6.51,6.47,3.99,4484
25178,1.24,Ideal,E,SI1,60.2,59.0,6.99,7.03,4.21,8698
163205,0.91,Very Good,H,SI1,62.1,61.0,6.17,6.21,3.84,3926
42266,0.32,Ideal,H,SI1,61.9,55.0,4.4,4.38,2.72,576
83912,1.01,Very Good,F,SI2,63.1,57.0,6.32,6.28,3.97,4021
124935,0.36,Premium,F,SI1,60.7,60.0,4.52,4.55,2.75,729
53542,0.28,Ideal,G,SI1,61.6,55.0,4.2,4.24,2.6,455
151324,0.71,Ideal,I,VVS2,62.2,54.0,5.71,5.74,3.56,2513
193297,0.3,Ideal,G,VS1,62.7,56.0,4.28,4.31,2.7,602
166632,0.38,Ideal,F,VVS1,62.3,56.0,4.66,4.63,2.89,1111
17784,0.59,Ideal,E,VS2,62.5,56.0,5.35,5.38,3.36,1851
111380,0.91,Good,D,SI2,63.7,58.0,6.11,6.07,3.89,3334
121340,0.5,Ideal,G,VVS2,61.5,56.0,5.14,5.11,3.15,1838
181023,0.7,Very Good,F,SI1,59.1,58.0,5.84,5.89,3.46,2184
168988,0.3,Premium,H,SI1,61.0,59.0,4.33,4.3,2.63,576
143530,0.5,Premium,D,SI2,60.1,58.0,5.15,5.19,3.11,1310
113064,1.1,Ideal,H,IF,62.1,56.0,6.62,6.63,4.12,7778
122661,0.56,Very Good,G,VS2,60.8,56.0,5.3,5.34,3.23,1402
130822,0.7,Very Good,H,VS1,62.8,62.0,5.64,5.65,3.55,2386
89225,0.41,Ideal,G,VS1,61.9,56.0,4.74,4.73,2.93,899
177726,0.54,Ideal,E,SI1,60.9,60.0,5.24,5.26,3.19,1304
39580,1.32,Premium,J,SI2,62.0,60.0,7.0,6.95,4.32,5351
132375,0.41,Ideal,D,VVS2,62.6,57.0,4.72,4.77,2.97,1286
178676,0.31,Ideal,H,SI1,62.0,56.0,4.4,4.37,2.71,507
178953,2.01,Premium,H,SI2,60.8,59.0,8.1,8.06,4.93,15776
48897,0.35,Very Good,G,SI1,61.4,54.0,4.53,4.56,2.78,552
79257,0.9,Good,G,VS2,63.6,57.0,6.12,6.09,3.88,4257
69771,2.04,Premium,G,VS2,60.5,62.0,8.24,8.28,4.97,18531
75491,0.33,Ideal,F,VVS1,62.0,54.0,4.41,4.43,2.74,974
39275,1.01,Premium,H,VS2,63.0,58.0,6.39,6.36,4.03,5018
72049,0.78,Ideal,G,VS2,62.6,56.0,5.85,5.91,3.68,3286
192619,0.51,Premium,G,VS1,62.3,57.0,5.06,5.1,3.18,1636
8397,0.56,Ideal,H,VVS1,61.6,56.0,5.31,5.34,3.28,2177
137054,0.55,Ideal,F,VS2,61.2,54.0,5.28,5.3,3.25,1402
67807,0.31,Ideal,E,VS2,62.0,56.0,4.32,4.34,2.69,680
66244,0.4,Ideal,G,VVS1,60.9,57.0,4.73,4.81,2.9,1123
57694,0.9,Premium,F,SI2,60.4,57.0,6.21,6.29,3.77,3704
150917,0.71,Ideal,I,SI2,61.4,56.0,5.73,5.76,3.52,2061
42067,0.9,Good,F,VS2,63.2,60.0,6.11,6.17,3.88,5078
52694,0.52,Ideal,F,SI1,60.4,57.0,5.2,5.23,3.16,2078
18345,2.01,Ideal,I,SI2,62.4,57.0,8.08,8.0,5.01,13110
60701,0.31,Ideal,H,VS2,61.1,56.0,4.34,4.37,2.66,646
172068,0.33,Very Good,H,VVS1,60.0,61.0,4.45,4.48,2.69,665
109882,0.33,Ideal,D,VS2,62.3,56.0,4.43,4.46,2.77,673
152011,1.7,Premium,E,SI1,62.6,58.0,7.58,7.54,4.74,13109
68468,0.74,Premium,F,SI1,62.6,58.0,5.78,5.74,3.6,2249
166959,1.55,Ideal,H,SI1,62.7,56.0,7.42,7.36,4.63,10277
124915,1.0,Premium,G,VS1,60.5,60.0,6.53,6.46,3.93,6544
78280,1.01,Premium,G,SI2,63.0,59.0,6.41,6.38,4.02,4072
147727,1.04,Very Good,E,SI1,62.6,58.0,6.49,6.45,4.05,4909
89281,0.72,Ideal,H,SI1,61.3,56.0,5.74,5.79,3.54,2426
18066,0.38,Ideal,I,SI1,62.5,56.0,4.64,4.6,2.88,610
50997,0.41,Ideal,G,IF,61.3,56.0,4.77,4.8,2.93,1431
181722,0.28,Ideal,F,VVS2,62.6,56.0,4.16,4.2,2.61,642
114790,1.01,Very Good,G,VS1,63.7,54.0,6.43,6.36,4.06,6987
186492,0.46,Ideal,H,SI1,62.6,56.0,4.92,4.95,3.09,953
103104,1.04,Ideal,G,VS2,61.3,57.0,6.55,6.5,4.0,6582
9088,0.52,Ideal,D,VS1,62.3,55.0,5.13,5.15,3.2,1701
137442,0.93,Very Good,D,SI2,61.8,56.0,6.34,6.23,3.88,4160
115383,0.9,Very Good,F,SI1,63.0,57.0,6.08,6.12,3.85,3447
145416,1.21,Ideal,E,VVS2,61.1,56.0,6.89,6.92,4.2,13250
117492,1.7,Premium,G,VS2,61.6,59.0,7.57,7.62,4.67,14105
54052,0.7,Premium,F,VS1,61.7,58.0,5.71,5.74,3.53,2952
133159,0.3,Premium,D,VVS2,61.6,59.0,4.29,4.31,2.65,738
184076,1.01,Good,D,SI2,64.5,55.0,6.32,6.27,4.06,4419
164983,0.76,Ideal,F,VS1,61.4,56.0,5.89,5.94,3.63,3142
118195,0.6,Very Good,D,VS1,62.3,54.0,5.4,5.44,3.38,2100
135761,0.32,Ideal,F,VS2,62.2,57.0,4.37,4.36,2.71,828
365,1.04,Premium,H,SI1,60.2,59.0,6.61,6.66,3.99,5161
15378,0.41,Very Good,E,SI1,62.3,59.0,4.73,4.77,2.96,755
105164,0.71,Fair,J,SI2,65.3,57.0,5.63,5.58,3.63,1944
124800,0.34,Premium,D,SI1,60.3,61.0,4.59,4.56,2.74,803
156055,0.7,Very Good,F,SI1,63.2,56.0,5.61,5.66,3.56,2289
50744,1.01,Very Good,H,SI2,59.6,61.0,6.5,6.56,3.89,4184
120344,0.51,Ideal,D,VS2,62.0,56.0,5.15,5.18,3.2,1877
77491,0.9,Ideal,E,SI1,61.7,56.0,6.21,6.18,3.82,4782
98430,0.43,Very Good,E,SI1,63.8,55.0,4.79,4.8,3.06,793
133677,1.1,Ideal,G,IF,61.1,57.0,6.7,6.74,4.1,10662
150783,0.7,Fair,E,SI2,57.7,56.0,5.88,5.83,3.35,2333
16426,1.2,Premium,I,SI1,60.0,58.0,6.91,6.86,4.14,5551
81414,0.52,Very Good,D,VS2,61.8,59.0,5.16,5.19,3.19,1582
7483,0.3,Ideal,H,VVS1,61.8,57.0,4.28,4.3,2.66,552
8674,0.54,Ideal,D,SI1,61.7,57.0,5.21,5.26,3.22,1579
9361,0.29,Ideal,H,VS2,62.3,55.0,4.22,4.24,2.64,491
116606,0.32,Premium,I,VS1,58.8,58.0,4.43,4.4,2.62,612
11074,0.31,Premium,H,SI1,61.1,58.0,4.35,4.39,2.67,457
103514,0.47,Ideal,I,VVS1,61.7,55.0,4.99,5.03,3.09,1103
160271,0.41,Ideal,G,VVS1,62.4,55.0,4.75,4.78,2.97,1209
84333,0.3,Ideal,H,VS1,61.0,58.0,4.32,4.34,2.64,515
118999,1.5,Ideal,D,SI1,61.1,56.4,7.39,7.4,4.52,12688
96009,0.39,Very Good,D,SI1,61.0,61.0,4.7,4.73,2.88,754
170309,0.3,Very Good,D,VVS2,62.1,56.0,4.25,4.3,2.65,814
83592,0.3,Very Good,D,VS2,62.4,59.0,4.25,4.29,2.66,710
89699,1.1,Very Good,G,SI2,62.4,58.0,6.56,6.6,4.11,4916
64856,0.43,Ideal,G,SI1,62.5,54.0,4.79,4.84,3.01,791
37451,0.3,Ideal,J,VS1,62.5,55.0,4.3,4.33,2.7,440
54600,1.05,Ideal,H,SI2,62.3,57.0,6.48,6.51,4.04,4476
53999,0.41,Ideal,D,VS2,61.2,57.0,4.74,4.77,2.91,958
181010,0.9,Premium,I,SI1,62.8,60.0,6.14,6.12,3.85,3507
131956,1.07,Very Good,H,VS2,62.9,57.0,6.46,6.52,4.08,4759
122126,0.28,Good,J,VS1,63.4,57.0,4.2,4.22,2.67,395
164610,0.3,Ideal,H,VVS2,61.8,55.0,4.29,4.32,2.66,776
153053,1.26,Ideal,G,VS1,61.7,56.0,6.96,6.92,4.28,8381
93703,0.57,Ideal,H,VVS2,61.3,56.0,5.35,5.38,3.29,1932
39014,1.27,Ideal,G,VS1,62.7,56.0,6.92,6.89,4.33,8391
94252,0.3,Ideal,G,IF,60.8,57.0,4.36,4.37,2.65,893
174734,1.2,Very Good,H,SI2,62.5,61.0,6.66,6.74,4.19,5657
120224,0.97,Premium,H,SI2,59.3,60.0,6.36,6.39,3.79,2958
106290,0.35,Very Good,I,VS2,62.8,57.0,4.47,4.5,2.82,491
139716,0.34,Ideal,D,VS2,62.0,57.0,4.45,4.48,2.76,754
148020,0.55,Ideal,F,VS2,62.6,55.0,5.23,5.2,3.27,1619
64522,0.32,Premium,H,VS1,61.9,58.0,4.39,4.35,2.7,720
136349,0.3,Very Good,G,SI1,62.8,57.0,4.29,4.26,2.69,462
100192,0.3,Ideal,G,VS1,62.3,55.0,4.28,4.32,2.68,605
87058,0.41,Good,F,VVS1,63.8,56.0,4.71,4.68,3.01,1177
168982,1.08,Ideal,D,SI1,62.3,56.0,6.6,6.56,4.09,5877
62684,2.01,Very Good,J,VS2,62.4,58.0,8.0,8.07,5.01,12968
8970,1.59,Ideal,G,VS2,62.7,56.0,7.44,7.42,4.67,14330
105643,0.77,Ideal,I,VS1,61.8,56.0,5.85,5.9,3.64,2553
134446,0.93,Premium,G,SI2,62.7,58.0,6.26,6.22,3.89,3585
35025,0.9,Good,G,SI1,61.2,58.0,6.11,6.22,3.77,4280
92078,0.51,Ideal,F,VVS2,62.2,54.0,5.12,5.14,3.19,2016
83850,1.24,Premium,F,VS2,62.2,58.0,6.88,6.84,4.27,7986
